Detection ID,Path,Start Line Num,End Line Num,Code
18,./TargetProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/InputSampler.java,262,,"      return (K[])samples.toArray();"
19,./TargetProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,150,,"      return (K[])samples.toArray();"
20,./TargetProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,241,,"      return (K[])samples.toArray();"
21,./TargetProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,301,,"      return (K[])samples.toArray();"
22,./TargetProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/mapreduce/JobHistoryFileReplayMapperV1.java,133,,"    tlc.putEntities((TimelineEntity[])entitySet.toArray());"
23,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/InputSampler.java,117,,"      return (K[])samples.toArray();"
24,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/InputSampler.java,204,,"      return (K[])samples.toArray();"
25,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/lib/InputSampler.java,262,,"      return (K[])samples.toArray();"
26,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,150,,"      return (K[])samples.toArray();"
27,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,243,,"      return (K[])samples.toArray();"
28,./TargetProjects/hadoop-common/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,303,,"      return (K[])samples.toArray();"
29,./TargetProjects/hadoop-mapreduce/src/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,150,,"      return (K[])samples.toArray();"
30,./TargetProjects/hadoop-mapreduce/src/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,243,,"      return (K[])samples.toArray();"
31,./TargetProjects/hadoop-mapreduce/src/java/org/apache/hadoop/mapreduce/lib/partition/InputSampler.java,303,,"      return (K[])samples.toArray();"
32,./TargetProjects/hama/ml/src/main/java/org/apache/hama/ml/recommendation/cf/OnlineCF.java,387,,"    DoubleMatrix res = new DenseDoubleMatrix((DoubleVector[])slices.toArray());"
33,./TargetProjects/harmony/classlib/modules/awt/src/main/java/common/org/apache/harmony/awt/gl/font/FontPeerImpl.java,279,,"        return (Glyph[]) lst.toArray();"
34,./TargetProjects/harmony/classlib/modules/concurrent/src/main/java/java/util/concurrent/CopyOnWriteArrayList.java,69,,"        this((E[]) c.toArray());"
35,./TargetProjects/harmony-classlib/modules/awt/src/main/java/common/org/apache/harmony/awt/gl/font/FontPeerImpl.java,279,,"        return (Glyph[]) lst.toArray();"
36,./TargetProjects/harmony-classlib/modules/concurrent/src/main/java/java/util/concurrent/CopyOnWriteArrayList.java,69,,"        this((E[]) c.toArray());"
37,./TargetProjects/helix/helix-core/src/main/java/org/apache/helix/manager/zk/CallbackHandler.java,632,,"    return (EventType[]) _eventTypes.toArray();"
38,./TargetProjects/hive/standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClientPreCatalog.java,264,,"        metastoreUris = (URI[]) uriList.toArray();"
39,./TargetProjects/james-jsieve/core/src/test/java/org/apache/jsieve/javaxmail/MockMimeMessage.java,107,,"        return (Address[]) m_fromAddresses.toArray();"
40,./TargetProjects/james-jsieve/core/src/test/java/org/apache/jsieve/javaxmail/MockMimeMessage.java,158,,"        return (Address[]) allRecipients.toArray();"
41,./TargetProjects/james-jsieve/core/src/test/java/org/apache/jsieve/javaxmail/MockMimeMessage.java,182,,"        return (Address[]) m_replyToAddresses.toArray();"
42,./TargetProjects/jena/jena-arq/src/main/java/org/apache/jena/atlas/data/SortedDataBag.java,163,,"            E[] array = (E[]) memory.toArray();"
43,./TargetProjects/jena/jena-arq/src/main/java/org/apache/jena/atlas/data/SortedDataBag.java,216,,"            E[] array = (E[]) memory.toArray();"
44,./TargetProjects/juneau/juneau-utest/src/test/java/org/apache/juneau/internal/ReadOnlyArrayListTest.java,105,,"		String[] s2 = (String[])l.toArray();"
45,./TargetProjects/karaf/util/src/main/java/org/apache/karaf/util/collections/CopyOnWriteArrayIdentityList.java,72,,"        this((E[]) c.toArray());"
46,./TargetProjects/manifoldcf/connectors/gridfs/connector/src/main/java/org/apache/manifoldcf/crawler/connectors/gridfs/GridFSRepositoryConnector.java,488,,"                                        aclsArray = (String[]) acls.toArray();"
47,./TargetProjects/manifoldcf/connectors/gridfs/connector/src/main/java/org/apache/manifoldcf/crawler/connectors/gridfs/GridFSRepositoryConnector.java,504,,"                                        denyAclsArray = (String[]) denyAcls.toArray();"
48,./TargetProjects/metron/metron-stellar/stellar-common/src/main/java/org/apache/metron/stellar/common/benchmark/StellarMicrobenchmark.java,257,,"      percentiles = (Double[])percentileList.toArray();"
49,./TargetProjects/netbeans/ide/subversion/src/org/netbeans/modules/subversion/ui/properties/SvnProperties.java,494,,"                                = (SvnPropertiesNode[]) lstSvnPropertiesNodes.toArray();"
50,./TargetProjects/netbeans/ide/xml.lexer/test/unit/src/org/netbeans/api/xml/lexer/AbstractTestCase.java,118,,"        return (T[])arr.toArray();"
51,./TargetProjects/netbeans/ide/xml.tools/test/qa-functional/src/org/netbeans/modules/xml/tools/actions/QaIOReporter.java,51,,"        return (CookieMessage[]) messages.toArray();"
52,./TargetProjects/netbeans/java/java.source.base/src/org/netbeans/modules/java/source/save/ListMatcher.java,63,,"        this((E[]) oldL.toArray(), (E[]) newL.toArray(), measure);"
53,./TargetProjects/netbeans/java/java.source.base/src/org/netbeans/modules/java/source/save/ListMatcher.java,63,,"        this((E[]) oldL.toArray(), (E[]) newL.toArray(), measure);"
54,./TargetProjects/netbeans/java/java.source.base/src/org/netbeans/modules/java/source/save/ListMatcher.java,69,,"        this((E[]) oldL.toArray(), (E[]) newL.toArray());"
55,./TargetProjects/netbeans/java/java.source.base/src/org/netbeans/modules/java/source/save/ListMatcher.java,69,,"        this((E[]) oldL.toArray(), (E[]) newL.toArray());"
56,./TargetProjects/odftoolkit/odfdom/src/main/java/org/odftoolkit/odfdom/doc/table/OdfTableCellRange.java,356,,"		Long[] widthArray = (Long[]) tmpList.toArray();"
57,./TargetProjects/odftoolkit/simple/src/main/java/org/odftoolkit/simple/table/CellRange.java,359,,"		Double[] widthArray = (Double[]) tmpList.toArray();"
58,./TargetProjects/samza/samza-test/src/main/java/org/apache/samza/test/framework/MessageStreamAssert.java,186,,"        assertThat(actual, Matchers.containsInAnyOrder((M[]) expected.toArray()));"
59,./TargetProjects/tapestry-5/tapestry-func/src/main/java/org/apache/tapestry5/func/ArrayFlow.java,48,,"        this((T[]) values.toArray());"
